revolt	n. 反抗；造反，起义 v. 起义；反抗
optical	 adj. 光学的；眼睛的，视觉的
conspiracy	 n. 阴谋；共谋；阴谋集团
hug	 v. 拥抱；紧抱；抱有，坚持 n. 拥抱；紧抱；固执
frost	 v. 结霜于；冻坏 n. 霜；冰冻，严寒；冷淡
crow	 v. 啼叫；报晓 n. [鸟] 乌鸦；鸡鸣；撬棍
cancel	 v. 取消；删去 n. 取消，撤销
bathroom	 n. 浴室；厕所；盥洗室
eligible	 adj. 合格的，合适的；符合条件的；有资格当选的 n. 合格者；适任者；有资格者
handbook	 n. 手册；指南
knit	 v. 编织；结合；皱眉 n. 编织衣物；编织法
dessert	 n. 餐后甜点；甜点心
verse	 n. 诗，诗篇；韵文；诗节 v. 作诗
shallow	 adj. 浅的；肤浅的 n. [地理] 浅滩 v. 使变浅
pump	 v. 打气；用抽水机抽… n. 泵，抽水机；打气筒
input	 n. 投入；输入电路 v. [自][电子] 输入；将…输入电脑
handwriting	 n. 笔迹；书法；书写；手稿 v. 亲手写（handwrite的ing形式）
expend	 v. 花费；消耗；用光；耗尽
forthcoming	 adj. 即将来临的 n. 来临
prince	 n. 王子，国君；亲王；贵族
tolerant	 adj. 宽容的；容忍的；有耐药力的
implement	 v. 实施，执行；实现，使生效 n. 工具，器具；手段
bunch	 n. 群；串；突出物 v. 隆起；打褶；形成一串
plain	 adj. 平的；简单的；朴素的；清晰的 n. 平原；无格式；朴实无华的东西 adv. 清楚地；平易地
foul	 adj. 犯规的；邪恶的；污秽的；淤塞的 v. 犯规；弄脏；淤塞；缠住，妨害 n. 犯规；缠绕 adv. 违反规则地，不正当地
consult	 v. 查阅；商量；向…请教
ladder	 n. 阶梯；途径；梯状物 v. 成名；发迹
centigrade	 adj. 摄氏的；[仪] 摄氏温度的；百分度的
dilemma	 n. 困境；进退两难；两刀论法
halt	 v. 停止；立定；踌躇，犹豫 n. 停止；立定；休息
countryside	 n. 农村，乡下；乡下的全体居民
relay	 v. 转播；接替 n. [电] 继电器；接替，接替人员；驿马
generalize	 v. 概括；推广；使一般化
sarcastic	 adj. 挖苦的；尖刻的，辛辣的
bibliography	 n. 参考书目；文献目录
dealer	 n. 经销商；商人
circular	 adj. 循环的；圆形的；间接的 n. 通知，传单
airport	 n. 机场；航空站
periodical	 adj. [数] 周期的；定期的 n. 期刊；杂志
brutal	 adj. 残忍的；野蛮的，不讲理的
projector	 n. [仪] 投影仪；放映机；探照灯；设计者
sturdy	 adj. 坚定的；强健的；健全的 n. 羊晕倒病
yawn	 n. 哈欠；裂口 v. 打哈欠；裂开
ash	 n. 灰；灰烬
plug	 n. 插头；塞子；栓 v. 塞住；用插头将与电源接通
picnic	 n. 野餐 v. 去野餐
tomorrow	 n. 明天；未来 adv. 明天；未来地（等于to-morrow）
ship	 v. 运送，乘船；以船运送 n. 船；舰；太空船
pail	 n. 桶，提桶
stranger	 n. 陌生人；外地人；局外人
qualitative	 adj. 定性的；质的，性质上的
glamor	 n. 魅力；魔法；迷人的美（等于glamour） vt. 迷惑；使有魅力（等于glamour）
spit	 v. 吐痰；吐口水；发出劈啪声 n. 唾液
evaporate	 v. 使……蒸发；使……脱水；使……消失
spin	 v. 旋转；纺纱；吐丝；晕眩 n. 旋转；疾驰
litter	 n. 垃圾；轿，担架；一窝（动物的幼崽）；凌乱 v. 乱丢；给…垫褥草；把…弄得乱七八糟
fore	 adj. 以前的；在前部的 n. 前部；船头 adv. 在前面；在船头 prep. 在前 int. （打高尔夫球者的叫声）让开！
hum	 v. 发低哼声 n. 嗡嗡声；哼声；杂声 int. 哼；嗯
spear	 n. 矛，枪 v. 用矛刺
hut	 n. 小屋；临时营房 vt. 使住在小屋中；驻扎 vi. 住在小屋中；驻扎
apt	 adj. 恰当的；有…倾向的；灵敏的 n. (Apt)人名；(法、波、英)阿普特
mayor	 n. 市长
frown	 v. 皱眉；不同意 n. 皱眉，蹙额
exquisite	 adj. 精致的；细腻的；优美的，高雅的；异常的；剧烈的 n. 服饰过于讲究的男子
scatter	 v. 分散，散开；散射 n. 分散；散播，撒播
outbreak	 n. （战争的）爆发；（疾病的）发作 vi. 爆发
blackboard	 n. 黑板
devise	 v. 设计；想出；发明；图谋；遗赠给 n. 遗赠
noun	 n. 名词
propel	 v. 推进；驱使；激励；驱策
persevere	 v. 坚持；不屈不挠；固执己见（在辩论中）
bosom	 n. 胸；胸怀；中间；胸襟；内心；乳房；内部 v. 怀抱；把…藏在心中 adj. 知心的；亲密的
cigaret	 n. 香烟；纸烟（等于cigarette）
pack	 n. 包装；一群；背包；包裹；一副 v. 包装；压紧；捆扎；挑选；塞满
fool	 v. 欺骗；开玩笑；戏弄 n. 傻瓜；愚人；受骗者 adj. 傻的
amplifier	 n. [电子] 放大器，扩大器；扩音器
dismay	 n. 沮丧，灰心；惊慌 v. 使沮丧；使惊慌
contaminate	 v. 污染，弄脏
shoe	 n. 鞋；蹄铁；外胎 v. 给……穿上鞋；穿……鞋
awe	 v. 使敬畏；使畏怯 n. 敬畏
millionaire	 n. 百万富翁；大富豪 adj. 100万以上人口的
pact	 n. 协定；公约；条约；契约
pathetic	 adj. 可怜的，悲哀的；感伤的；乏味的
revenge	 n. 报复；复仇 v. 报复；替…报仇；洗雪
yard	 n. 院子；码（英制中丈量长度单位，1码=3英尺）；庭院；帆桁 vt. 把…关进或围在畜栏里
testimony	 n. [法] 证词，证言；证据
excess	 n. 超过，超额；过度，过量；无节制 adj. 额外的，过量的；附加的
beneficial	 adj. 有益的，有利的；可享利益的
fond	 adj. 喜欢的；温柔的；宠爱的 n. (Fond)人名；(法)丰；(瑞典)丰德
scarcely	 adv. 几乎不，简直不；简直没有
intrigue	 n. 阴谋；诡计；复杂的事；私通 v. 用诡计取得；激起的兴趣
intuition	 n. 直觉；直觉力；直觉的知识
monument	 n. 纪念碑；历史遗迹；不朽的作品 vt. 为…树碑
maiden	 adj. 未婚的，处女的；初次的 n. 少女；处女
lock	 v. 锁，锁上；隐藏 n. 锁；水闸；刹车
denounce	 v. 谴责；告发；公然抨击；通告废除
superficial	 adj. 表面的；肤浅的 ；表面文章的；外表的；（人）浅薄的
menace	 n. 威胁；恐吓 v. 恐吓；进行威胁
specification	 n. 规格；说明书；详述
gauge	 n. 计量器；标准尺寸；容量规格 v. 测量；估计；给…定规格
supersonic	 adj. 超音速的；超声波的 n. 超音速；超声波
haul	 n. 拖，拉；用力拖拉；努力得到的结果；捕获物；一网捕获的鱼量；拖运距离 v. 拖运；拖拉
stocking	 n. 长袜
shatter	 v. 粉碎；打碎；破坏；破掉；使散开 n. 碎片；乱七八糟的状态
furnish	 v. 提供；供应；装备
autonomy	 n. 自治，自治权
sprinkle	 n. 撒，洒；少量 v. 洒；微雨；散置
trick	 n. 诡计；恶作剧；窍门；花招；骗局；欺诈 v. 欺骗；哄骗；装饰；打扮 adj. 特技的；欺诈的；有决窍的
distinction	 n. 区别；差别；特性；荣誉、勋章
spaceship	 n. [航] 宇宙飞船
comic	 adj. 喜剧的；滑稽的；有趣的 n. 连环漫画；喜剧演员；滑稽人物
texture	 n. 质地；纹理；结构；本质，实质
differentiate	 v. 区分，区别
rigid	 adj. 严格的；僵硬的，死板的；坚硬的；精确的
deadly	 adj. 致命的；非常的；死一般的 adv. 非常；如死一般地
junction	 n. 连接，接合；交叉点；接合点
cheque	 n. 支票
typist	 n. 打字员，打字者
naughty	 adj. 顽皮的，淘气的；不听话的；没规矩的；不适当的；下流的
secondary	 adj. 第二的；中等的；次要的；中级的 n. 副手；代理人
fantasy	 n. 幻想；白日梦；幻觉 adj. 虚幻的 v. 空想；想像
suburb	 n. 郊区；边缘
conversation	 n. 交谈，会话；社交；交往，交际；会谈；（人与计算机的）人机对话
foundation	 n. 基础；地基；基金会；根据；创立
trial	 n. 试验；审讯；努力；磨炼 adj. 试验的；审讯的
tragic	 adj. 悲剧的；悲痛的，不幸的
sophisticated	 adj. 复杂的；精致的；久经世故的；富有经验的 v. 使变得世故；使迷惑；篡改（sophisticate的过去分词形式）
ridiculous	 adj. 可笑的；荒谬的
purple	 adj. 紫色的；帝王的；华而不实的 n. 紫色；紫袍 v. 变成紫色
tribe	 n. 部落；族；宗族；一伙
jazz	 n. 爵士乐，爵士舞；喧闹 v. 奏爵士乐，跳爵士舞；游荡 adj. 爵士乐的；喧吵的
hazard	 v. 赌运气；冒…的危险，使遭受危险 n. 危险，冒险；冒险的事
excel	 v. 超过；擅长
solar	 adj. 太阳的；日光的；利用太阳光的；与太阳相关的 n. 日光浴室
distill	 v. 提取；蒸馏；使滴下
hinge	 n. 铰链，折叶；关键，转折点；枢要，中枢 v. 用铰链连接；依…为转移；给…安装铰链；（门等）装有蝶铰
guest	 n. 客人，宾客；顾客 v. 款待，招待 adj. 客人的；特邀的，客座的
bullet	 n. 子弹；只选某党全部候选人的投票；豆子 vi. 射出；迅速行进
rehearsal	 n. 排演；预演；练习；训练；叙述
compact	 n. 合同，契约；小粉盒 adj. 紧凑的，紧密的；简洁的 v. 使简洁；使紧密结合
rope	 n. 绳，绳索 v. 捆，绑
witch	 n. 巫婆，女巫 v. 迷惑；施巫术
lorry	 n. （英）卡车；[车辆] 货车；运料车
execute	 v. 实行；执行；处死
fax	 v. 传真 n. 传真
pickup	 n. 收集，整理；小卡车；拾起；搭车者；偶然结识者
notable	 adj. 值得注意的，显著的；著名的 n. 名人，显要人物
yesterday	 n. 昨天；往昔 adv. 昨天
canvas	 n. 帆布 v. 用帆布覆盖，用帆布装备 adj. 帆布制的
label	 v. 标注；贴标签于 n. 标签；商标；签条
rural	 adj. 农村的，乡下的；田园的，有乡村风味的
roof	 n. 屋顶；最高处，顶部；最高限度 v. 给…盖屋顶，覆盖
procession	 n. 队伍，行列；一列，一排；列队行进 vi. 列队行进 vt. 沿著……行进
leak	 n. 泄漏；漏洞，裂缝 v. 使渗漏，泄露
tough	 adj. 艰苦的，困难的；坚强的，不屈不挠的；坚韧的，牢固的；强壮的，结实的 n. 恶棍 v. 坚持；忍受，忍耐 adv. 强硬地，顽强地
curriculum	 n. 课程
leap	 v. 跳，跳跃 n. 飞跃；跳跃
sweater	 n. 毛线衣，运动衫；大量出汗的人，发汗剂
indoor	 adj. 室内的，户内的
nap	 n. 小睡，打盹儿；细毛；孤注一掷 v. 使拉毛
indication	 n. 指示，指出；迹象；象征
occasion	 n. 时机，机会；场合；理由 v. 引起，惹起
rational	 adj. 合理的；理性的 n. 有理数
circulate	 v. 传播，流传；循环；流通
noticeable	 adj. 显而易见的，显著的；值得注意的
obsolete	 adj. 废弃的；老式的 n. 废词；陈腐的人 vt. 淘汰；废弃
layer	 n. 层，层次；膜；[植]压条；放置者，计划者 v. 把…分层堆放；借助压条法；生根繁殖；将（头发）剪成不同层次
destiny	 n. 命运，定数，天命
tremendous	 adj. 极大的，巨大的；惊人的；极好的
freeze	 v. 冻结；冷冻；僵硬 n. 冻结；凝固
appal	 v. 使惊骇；惊吓
maid	 n. 女仆；少女 vt. 侍候；做新娘的女傧相 vi. 当女仆
dense	 adj. 稠密的；浓厚的；愚钝的
circus	 n. 马戏；马戏团
deposit	 n. 存款；押金；订金；保证金；沉淀物 v. 使沉积；存放
prescribe	 v. 规定；开药方
glow	 v. 发热；洋溢；绚丽夺目 n. 灼热；色彩鲜艳；兴高采烈
honey	 n. 蜂蜜；宝贝；甜蜜 adj. 甘美的；蜂蜜似的 v. 对…说甜言蜜语；加蜜使甜
ventilate	 v. 使通风；给…装通风设备；宣布
accelerate	 v. 使……加快；使……增速
hill	 n. 小山；丘陵；斜坡；山冈
forehead	 n. 额，前额
dairy	 n. 奶制品；乳牛；制酪场；乳品店；牛奶及乳品业 adj. 乳品的；牛奶的；牛奶制的；产乳的
mischief	 n. 恶作剧；伤害；顽皮；不和
vacation	 n. 假期；（房屋）搬出 v. 休假，度假
session	 n. 会议；（法庭的）开庭；（议会等的）开会；学期；讲习会
silence	 n. 沉默；寂静；缄默；不谈；无声状态 v. 使沉默；使安静；压制；消除噪音 int. 安静！；别作声！
needle	 n. 针；指针；刺激；针状物 v. 缝纫；做针线
antique	 adj. 古老的，年代久远的；过时的，古董的；古风的，古式的 n. 古董，古玩；古风，古希腊和古罗马艺术风格 v. 觅购古玩
reservoir	 n. 水库；蓄水池
benign	 adj. 良性的；和蔼的，亲切的；吉利的 n. (Benign)人名；(俄)贝尼根
volcano	 n. 火山
stereotype	 v. 使用铅版；套用老套，使一成不变 n. 陈腔滥调，老套；铅版
fiction	 n. 小说；虚构，编造；谎言
rape	 n. 强奸，掠夺；[园艺] 油菜；葡萄渣 v. 强奸；掠夺，抢夺
movie	 n. 电影；电影院；电影业 adj. 电影的
nourish	 v. 滋养；怀有；使健壮
pollution	 n. 污染
prosperity	 n. 繁荣，成功
diploma	 n. 毕业证书，学位证书；公文，文书；奖状 vt. 发给…毕业文凭
cigar	 n. 雪茄
improvement	 n. 改进，改善；提高
square	 adj. 平方的；正方形的；直角的；正直的 v. 使成方形；与…一致 n. 平方；广场；正方形 adv. 成直角地
hike	 v. 远足；徒步旅行；上升 n. 远足；徒步旅行；涨价
patch	 n. 眼罩；斑点；碎片；小块土地 v. 修补；解决；掩饰
midst	 n. 当中，中间 prep. 在…中间（等于amidst）
physicist	 n. 物理学家；唯物论者
oriental	 adj. 东方的；东方人的 n. 东方人
envy	 n. 嫉妒，妒忌；羡慕 v. 嫉妒，妒忌；羡慕
capsule	 n. 胶囊；[植] 蒴果；太空舱；小容器 adj. 压缩的；概要的 v. 压缩；简述
synthetic	 adj. 综合的；合成的，人造的 n. 合成物
fable	 n. 寓言；无稽之谈 vi. 编寓言；虚构 vt. 煞有介事地讲述；虚构
correspondent	 n. 通讯记者；客户；通信者；代理商行
pretext	 n. 借口；托辞 vt. 以…为借口
gentle	 adj. 温和的；文雅的 v. 使温和，使驯服 n. 蛆，饵
postpone	 v. 使…延期；把…放在次要地位；把…放在后面
january	 n. 一月
proceed	 v. 开始；继续进行；发生；行进 n. 收入，获利
mutton	 n. 羊肉
occupation	 n. 职业；占有；消遣；占有期
momentum	 n. 势头；[物] 动量；动力；冲力
console	 n. [计] 控制台；[电] 操纵台 v. 安慰；慰藉
apple	 n. 苹果，苹果树，苹果似的东西；[美俚]炸弹，手榴弹，（棒球的）球；[美俚]人，家伙。
cathedral	 n. 大教堂
gently	 adv. 轻轻地；温柔地，温和地
drastic	 adj. 激烈的；猛烈的 n. 烈性泻药
rainbow	 n. 彩虹；五彩缤纷的排列；幻想 adj. 五彩缤纷的；彩虹状的 vt. 使呈彩虹状；如彩虹般装饰 vi. 呈彩虹状
noon	 n. 中午；正午；全盛期
circle	 n. 循环，周期；圆；圈子；圆形物 v. 盘旋，旋转；环行
northeast	 adj. 东北的；向东北的；来自东北的 n. 东北 adv. 向东北；来自东北
silicon	 n. [化学] 硅；硅元素
exceedingly	 adv. 非常；极其；极度地；极端
majesty	 n. 威严；最高权威，王权；雄伟；权威
spokesman	 n. 发言人；代言人
hint	 n. 暗示；线索 v. 暗示；示意
bottle	 n. 瓶子；一瓶的容量 v. 控制；把…装入瓶中
interface	 n. 界面；<计>接口；交界面 v. （使通过界面或接口）接合，连接；[计算机]使联系
cereal	 n. 谷类，谷物；谷类食品；谷类植物 adj. 谷类的；谷类制成的
entertainment	 n. 娱乐；消遣；款待
schedule	 v. 安排，计划；编制目录；将……列入计划表 n. 时间表；计划表；一览表
mainland	 n. 大陆；本土 adj. 大陆的；本土的
rash	 adj. 轻率的；鲁莽的；不顾后果的 n. [皮肤] 皮疹；突然大量出现的事物
identification	 n. 鉴定，识别；认同；身份证明
tender	 adj. 温柔的；柔软的；脆弱的；幼稚的；难对付的 n. 偿付，清偿；看管人；小船 v. 提供，偿还；使…变嫩；使…变柔软
clothe	 v. 给…穿衣；覆盖；赋予
velvet	 n. 天鹅绒，丝绒；天鹅绒似的东西 adj. 天鹅绒的
overtime	 n. [劳经] 加班时间；延长时间；加时赛 adj. 超时的；加班的 vt. 使超过时间 adv. 加班地
scar	 v. 伤害；给留下伤痕 n. 创伤；伤痕
blunt	 adj. 钝的，不锋利的；生硬的；直率的 v. 使迟钝 n. (Blunt)人名；(英)布伦特
temperature	 n. 温度；体温；气温；发烧
candle	 n. 蜡烛；烛光；烛形物 v. 对着光检查
bundle	 n. 束；捆 v. 捆
overtake	 v. 赶上；压倒；突然来袭
chaos	 n. 混沌，混乱
hysterical	 adj. 歇斯底里的；异常兴奋的
meditation	 n. 冥想；沉思，深思
accordance	 n. 一致；和谐
corridor	 n. 走廊
chase	 v. 追逐；追捕；试图赢得；雕镂 n. 追逐；追赶；追击
restrain	 v. 抑制，控制；约束；制止
substance	 n. 物质；实质；资产；主旨
adventure	 n. 冒险；冒险精神；投机活动 v. 冒险；大胆说出
